InstanceId,InstanceName,Region,InstanceType,LaunchTime,PrivateIpAddress,PricingPlatform,Tenancy,Environment,Status
i-00e16a276cb798819,avid-awsntp1,US East (Northern Virginia),t2.micro,12/29/16 11:30,10.72.2.64,LinuxVpc,Default,,running
